-276.05, -207.88
-275.05, -207.88
-274.05, -207.88
-273.05, -207.88
-272.05, -207.88
-271.05, -207.88
-270.05, -207.88
-269.05, -207.88
-268.05, -207.88
-267.05, -207.88
-266.05, -207.88
-265.05, -207.88
-264.05, -207.88
-263.05, -207.88
-262.05, -207.88
-261.05, -207.88
-260.05, -207.88
-259.05, -207.88
-258.05, -207.88
-257.05, -207.88
-256.05, -207.88
-255.05, -207.88
-254.05, -207.88
-253.05, -207.88
-252.05, -207.88
-251.05, -207.88
-250.05, -207.88
-249.05, -207.88
-248.05, -207.88
-247.05, -207.88
-246.05, -207.88
-245.05, -207.88
-244.05, -207.88
-243.05, -207.88
-242.05, -207.88
-241.05, -207.88
-240.05, -207.88
-239.05, -207.88
-238.05, -207.88
-237.05, -207.88
-236.05, -207.88
-235.05, -207.88
-234.05, -207.88
-233.05, -207.88
-232.05, -207.88
-231.05, -207.88
-230.05, -207.88
-229.05, -207.88
-228.05, -207.88
-227.05, -207.88
-226.05, -207.88
-225.05, -207.88
-224.05, -207.88
-223.05, -207.88
-222.05, -207.88
-221.05, -207.88
-220.05, -207.88
-219.05, -207.88
-218.05, -207.88
-217.05, -207.88
-216.05, -207.88
-215.05, -207.88
-214.05, -207.88
-213.05, -207.88
-212.05, -207.88
-211.05, -207.88
-210.05, -207.88
-209.05, -207.88
-208.05, -207.88
-207.05, -207.88
-206.05, -207.88
-205.05, -207.88
-204.05, -207.88
-203.05, -207.88
-202.05, -207.88
-201.05, -207.88
-200.05, -207.88
-199.05, -207.88
-198.05, -207.88
-197.05, -207.88
-196.05, -207.88
-195.05, -207.88
-194.05, -207.88
-193.05, -207.88
-192.05, -207.88
-191.05, -207.88
-190.05, -207.88
-189.05, -207.88
-188.05, -207.88
-187.05, -207.88
-186.05, -207.88
-185.05, -207.88
-184.05, -207.88
-183.05, -207.88
-182.05, -207.88
-181.05, -207.88
-180.05, -207.88
-179.05, -207.88
-178.05, -207.88
-177.05, -207.88
-176.05, -207.88
-175.05, -207.88
-174.05, -207.88
-173.05, -207.88
-172.05, -207.88
-171.05, -207.88
-170.05, -207.88
-169.05, -207.88
-168.05, -207.88
-167.05, -207.88
-166.05, -207.88
-165.05, -207.88
-164.05, -207.88
-163.05, -207.88
-162.05, -207.88
-161.05, -207.88
-160.05, -207.88
-159.05, -207.88
-158.05, -207.88
-157.05, -207.88
-156.05, -207.88
-155.05, -207.88
-154.05, -207.88
-153.05, -207.88
-152.05, -207.88
-151.05, -207.88
-150.05, -207.88
-149.05, -207.88
-148.05, -207.88
-147.05, -207.88
-146.05, -207.88
-145.05, -207.88
-144.05, -207.88
-143.05, -207.88
-142.05, -207.88
-141.05, -207.88
-140.05, -207.88
-139.05, -207.88
-138.05, -207.88
-137.05, -207.88
-136.05, -207.88
-135.05, -207.88
-134.05, -207.88
-133.05, -207.88
-132.05, -207.88
-131.05, -207.88
-130.05, -207.88
-129.05, -207.88
-128.05, -207.88
-127.05, -207.88
-126.05, -207.88
-125.05, -207.88
-124.05, -207.88
-123.05, -207.88
-122.05, -207.88
-121.05, -207.88
-120.05, -207.88
-119.05, -207.88
-118.05, -207.88
-117.05, -207.88
-116.05, -207.88
-115.05, -207.88
-114.05, -207.88
-113.05, -207.88
-112.05, -207.88
-111.05, -207.88
-110.05, -207.88
-109.05, -207.88
-108.05, -207.88
-107.05, -207.88
-106.05, -207.88
-105.05, -207.88
-104.05, -207.88
-103.05, -207.88
-102.05, -207.88
-101.05, -207.88
-100.05, -207.88
-99.05, -207.88
-98.05, -207.88
-97.05, -207.88
-96.05, -207.88
-95.05, -207.88
-94.05, -207.88
-93.05, -207.88
-92.05, -207.88
-91.05, -207.88
-90.05, -207.88
-89.05, -207.88
-88.05, -207.88
-87.05, -207.88
-86.05, -207.88
-85.05, -207.88
-84.05, -207.88
-83.05, -207.88
-82.05, -207.88
-81.05, -207.88
-80.05, -207.88
-79.05, -207.88
-78.05, -207.88
-77.05, -207.88
-76.05, -207.88
-75.05, -207.88
-74.05, -207.88
-73.05, -207.88
-72.05, -207.88
-71.05, -207.88
-70.05, -207.88
-69.05, -207.88
-68.05, -207.88
-67.05, -207.88
-66.05, -207.88
-65.05, -207.88
-64.05, -207.88
-63.05, -207.88
-62.05, -207.88
-61.05, -207.88
-60.05, -207.88
-59.05, -207.88
-58.05, -207.88
-57.05, -207.88
-56.05, -207.88
-55.05, -207.88
-54.05, -207.88
-53.05, -207.88
-52.05, -207.88
-51.05, -207.88
-50.05, -207.88
-49.05, -207.88
-48.05, -207.88
-47.05, -207.88
-46.05, -207.88
-45.05, -207.88
-44.05, -207.88
-43.05, -207.88
-42.05, -207.88
-41.05, -207.88
-40.05, -207.88
-39.05, -207.88
-38.05, -207.88
-37.05, -207.88
-36.05, -207.88
-35.05, -207.88
-34.05, -207.88
-33.05, -207.88
-32.05, -207.88
-31.05, -207.88
-30.05, -207.88
-29.05, -207.88
-28.05, -207.88
-27.05, -207.88
-26.05, -207.88
-25.05, -207.88
-24.05, -207.88
-23.05, -207.88
-22.05, -207.88
-21.05, -207.88
-20.05, -207.88
-19.05, -207.88
-18.05, -207.88
-17.05, -207.88
-16.05, -207.88
-15.05, -207.88
-14.05, -207.88
-13.05, -207.88
-12.05, -207.88
-11.05, -207.88
-10.05, -207.88
-9.05, -207.88
-8.05, -207.88
-7.05, -207.88
-6.05, -207.88
-5.05, -207.88
-4.05, -207.88
-3.05, -207.88
-2.05, -207.88
-1.05, -207.88
